,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp
6,John Collins,added John Collins to ATL,0.0,0.0,2017-06-22 00:00:00,1,ATL,/players/c/collijo01.html,1.0,draft,9490.3,7.7,0.0,0.0,False,0.0,0.0,-3207.2999999999993,-0.8999999999999999,10,10,19,19,9617.3,9.2
7,Tyler Dorsey,added Tyler Dorsey to ATL,0.0,0.0,2017-06-22 00:00:00,1,ATL,/players/d/dorsety01.html,1.0,draft,-4054.5,-0.4,0.0,0.0,False,0.0,0.0,-3207.2999999999993,-0.8999999999999999,-2,2,41,41,-5040.0,-0.5
46,Kevin Huerter,added Kevin Huerter to ATL,0.0,0.0,2018-06-21 00:00:00,1,ATL,/players/h/huertke01.html,32.0,draft,-10994.6,1.4,0.0,0.0,False,0.0,0.0,-4957.199999999999,6.8999999999999995,3,-30,19,19,-13482.0,3.5
47,Omari Spellman,added Omari Spellman to ATL,0.0,0.0,2018-06-21 00:00:00,1,ATL,/players/s/spellom01.html,32.0,draft,-966.0,0.2,0.0,0.0,False,0.0,0.0,-4957.199999999999,6.8999999999999995,-1,0,30,30,-2536.5,0.2
85,Cam Reddish,added Cam Reddish to ATL,0.0,0.0,2019-06-20 00:00:00,1,ATL,/players/r/reddica01.html,58.0,draft,-10109.7,-1.0,0.0,0.0,False,0.0,0.0,-82748.50000000001,-10.799999999999992,-47,-44,10,10,-18215.600000000002,-1.7
136,Onyeka Okongwu,added Onyeka Okongwu to ATL,0.0,0.0,2020-11-18 00:00:00,1,ATL,/players/o/okongon01.html,79.0,draft,3870.9,4.4,0.0,0.0,False,0.0,0.0,-107274.90000000001,-13.099999999999993,-3,-3,6,6,3404.0,4.3
137,Skylar Mays,added Skylar Mays to ATL,0.0,0.0,2020-11-18 00:00:00,1,ATL,/players/m/mayssk01.html,79.0,draft,71.09999999999997,0.3,0.0,0.0,False,0.0,0.0,-107274.90000000001,-13.099999999999993,27,29,50,50,-777.6999999999999,0.4
152,Jalen Johnson,added Jalen Johnson to ATL,0.0,0.0,2021-07-29 00:00:00,1,ATL,/players/j/johnsja05.html,92.0,draft,4302.6,3.2,0.0,0.0,False,0.0,0.0,-106309.3,-2.099999999999993,11,12,20,20,4335.0,3.2
153,Sharife Cooper,added Sharife Cooper to ATL,0.0,0.0,2021-07-29 00:00:00,1,ATL,/players/c/coopesh01.html,92.0,draft,-635.7,-0.1,0.0,0.0,False,0.0,0.0,-106309.3,-2.099999999999993,9,30,48,48,-635.7,-0.1
184,A.J. Griffin,added A.J. Griffin to ATL,0.0,0.0,2022-06-23 00:00:00,1,ATL,/players/g/griffaj01.html,118.0,draft,-2762.3999999999996,0.10000000000000003,0.0,0.0,False,0.0,0.0,-105835.1,3.900000000000008,-2,-9,16,16,-2672.4,0.1
