,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
1,Russ Lee,added Russ Lee to MIL,-514.6,0.0,1972-04-10 00:00:00,1,MIL,/players/l/leeru01.html,0.0,draft,-514.6,0.0,0.0,0.0,False,-514.6,0.0,-514.6,0.0,0,0,,,0.0,0.0,,
3,Chuck Terry,added Chuck Terry to MIL,-137.6,0.0,1972-04-10 00:00:00,1,MIL,/players/t/terrych01.html,0.0,draft,-137.6,0.0,0.0,0.0,False,-137.6,0.0,-652.2,0.0,0,0,,,0.0,0.0,,
17,Swen Nater,added Swen Nater to MIL,2744.0,1.7,1973-04-24 00:00:00,1,MIL,/players/n/natersw01.html,5.0,draft,2744.0,1.7,0.0,0.0,False,2744.0,1.7,2091.8,1.7,9,9,16.0,16.0,2773.6000000000004,7.5,2861.9961538461544,5.5442307692307695
30,Gary Brokaw,added Gary Brokaw to MIL,-9105.0,-0.3,1974-05-28 00:00:00,1,MIL,/players/b/brokaga01.html,10.0,draft,-9105.0,-0.3,0.0,0.0,False,-9105.0,-0.3,-7013.2,1.4,-16,-31,18.0,18.0,-9448.0,0.1,-2208.129411764706,4.674509803921569
50,Clyde Mayes,added Clyde Mayes to MIL,-3412.8,-0.4,1975-05-29 00:00:00,1,MIL,/players/m/mayescl01.html,18.0,draft,-3412.8,-0.4,0.0,0.0,False,-3412.8,-0.4,-40940.4,-5.3,-26,-10,22.0,22.0,-3700.0,-0.5,-4228.009803921569,2.911764705882353
72,Quinn Buckner,added Quinn Buckner to MIL,5914.1,7.800000000000001,1976-06-08 00:00:00,1,MIL,/players/b/bucknqu01.html,24.0,draft,5914.1,7.800000000000001,0.0,0.0,False,5914.1,7.800000000000001,-49283.1,21.0,-1,-21,7.0,7.0,-1624.5,7.7,1764.421153846154,9.205769230769231
73,Alex English,added Alex English to MIL,-170.39999999999998,1.0,1976-06-08 00:00:00,1,MIL,/players/e/englial01.html,24.0,draft,-170.39999999999998,1.0,0.0,0.0,False,-170.39999999999998,1.0,-49453.5,22.0,20,21,23.0,23.0,76126.0,38.2,-6142.385714285715,3.489795918367347
74,Scott Lloyd,added Scott Lloyd to MIL,-4343.0,-0.6,1976-06-08 00:00:00,1,MIL,/players/l/lloydsc01.html,24.0,draft,-4343.0,-0.6,0.0,0.0,False,-4343.0,-0.6,-53796.5,21.4,-29,-26,24.0,24.0,-24243.399999999998,-3.4,1395.5882352941176,5.219607843137255
75,Lloyd Walton,added Lloyd Walton to MIL,-5922.9,0.9,1976-06-08 00:00:00,1,MIL,/players/w/waltoll01.html,24.0,draft,-5922.9,0.9,0.0,0.0,False,-5922.9,0.9,-59719.4,22.299999999999997,18,-5,40.0,40.0,-8619.2,0.6,-6900.49761904762,1.3214285714285714
104,Kevin Johnson,added Kevin Johnson to CLE,-208.60000000000002,0.5,1987-06-22 00:00:00,1,CLE,/players/j/johnske02.html,38.0,draft,-208.60000000000002,0.5,0.0,0.0,False,-208.60000000000002,0.5,-133429.80000000002,-1.6000000000000019,2,3,7.0,7.0,97737.9,37.3,1764.421153846154,9.205769230769231
