,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
11,Don Collins,added Don Collins to ATL,-710.4,0.4,1980-06-10 00:00:00,1,ATL,/players/c/collido02.html,5.0,draft,-710.4,0.4,0.0,0.0,False,-710.4,0.4,-11375.3,-2.9,4,12,18,18,1226.8,3.5,0.0,3.0
12,Craig Shelton,added Craig Shelton to ATL,-3901.4,-0.7,1980-06-10 00:00:00,1,ATL,/players/s/sheltcr01.html,5.0,draft,-3901.4,-0.7,0.0,0.0,False,-3901.4,-0.7,-15276.699999999999,-3.5999999999999996,-33,-33,28,28,-3884.8,-0.7,0.0,0.1
30,Al Wood,added Al Wood to ATL,-1142.3999999999999,-0.2,1981-06-09 00:00:00,1,ATL,/players/w/woodal01.html,16.0,draft,-1142.3999999999999,-0.2,0.0,0.0,False,-1142.3999999999999,-0.2,-33697.1,-13.1,-15,-57,4,4,-12920.7,1.8,30530.500000000004,21.9
32,Rudy Macklin,added Rudy Macklin to ATL,-9377.3,-1.0,1981-06-09 00:00:00,1,ATL,/players/m/macklru01.html,16.0,draft,-9377.3,-1.0,0.0,0.0,False,-9377.3,-1.0,-43074.399999999994,-14.1,-9,-9,52,52,-9632.0,-1.1,0.0,0.0
48,Keith Edmonson,added Keith Edmonson to ATL,-1823.1000000000001,-0.3,1982-06-29 00:00:00,1,ATL,/players/e/edmonke01.html,21.0,draft,-1823.1000000000001,-0.3,0.0,0.0,False,-1823.1000000000001,-0.3,-38505.59999999999,-9.7,-51,-51,10,10,-3351.6,-0.4,9402.6,10.2
75,Doc Rivers,added Doc Rivers to ATL,64448.200000000004,25.200000000000003,1983-06-28 00:00:00,1,ATL,/players/r/riverdo01.html,31.0,draft,64448.200000000004,25.200000000000003,0.0,0.0,False,64448.200000000004,25.200000000000003,156662.4,59.199999999999996,28,29,31,31,73057.7,30.5,0.0,0.1
76,John Pinone,added John Pinone to ATL,-247.0,0.0,1983-06-28 00:00:00,1,ATL,/players/p/pinonjo01.html,31.0,draft,-247.0,0.0,0.0,0.0,False,-247.0,0.0,156415.4,59.199999999999996,-3,-3,58,58,-247.0,0.0,0.0,0.0
102,Kevin Willis,added Kevin Willis to ATL,-28140.500000000004,4.1,1984-06-19 00:00:00,1,ATL,/players/w/willike02.html,41.0,draft,-28140.500000000004,4.1,0.0,0.0,False,-28140.500000000004,4.1,128481.40000000002,74.79999999999998,-50,-50,11,11,-80560.2,-1.0,1.0,11.0
119,Jon Koncak,added Jon Koncak to ATL,-15089.7,3.8999999999999995,1985-06-18 00:00:00,1,ATL,/players/k/koncajo01.html,50.0,draft,-15089.7,3.8999999999999995,0.0,0.0,False,-15089.7,3.8999999999999995,113562.00000000001,77.89999999999998,-16,-56,5,5,-19690.8,3.3,60474.6,32.4
120,Lorenzo Charles,added Lorenzo Charles to ATL,-436.8,0.0,1985-06-18 00:00:00,1,ATL,/players/c/charllo01.html,50.0,draft,-436.8,0.0,0.0,0.0,False,-436.8,0.0,113125.20000000001,77.89999999999998,-20,-20,41,41,-436.8,0.0,0.0,0.0
121,Sedric Toney,added Sedric Toney to ATL,-350.4,-0.1,1985-06-18 00:00:00,1,ATL,/players/t/toneyse01.html,50.0,draft,-1036.8,-0.1,0.0,0.0,False,-350.4,-0.1,112774.80000000002,77.79999999999998,-2,-2,59,59,-7050.0,-1.1,0.0,0.0
123,John Battle,added John Battle to ATL,-9461.1,1.5,1985-06-18 00:00:00,1,ATL,/players/b/battljo01.html,50.0,draft,-9461.1,1.5,0.0,0.0,False,-9461.1,1.5,103313.70000000001,79.29999999999998,57,23,84,84,-21820.0,0.1,0.0,0.0
134,Cedric Henderson,added Cedric Henderson to ATL,-83.0,0.0,1986-06-17 00:00:00,1,ATL,/players/h/hendece01.html,57.0,draft,-83.0,0.0,0.0,0.0,False,-83.0,0.0,109939.70000000001,87.09999999999998,-29,-29,32,32,-137.6,0.0,0.0,0.0
138,Jim Les,added Jim Les to ATL,-921.2,-0.1,1986-06-17 00:00:00,1,ATL,/players/l/lesji01.html,57.0,draft,-921.2,-0.1,0.0,0.0,False,-921.2,-0.1,109018.50000000001,86.99999999999999,48,9,70,70,-2955.3999999999996,1.4,0.0,0.0
141,Alexander Volkov,added Alexander Volkov to ATL,1149.6000000000001,1.5,1986-06-17 00:00:00,1,ATL,/players/v/volkoal01.html,57.0,draft,1149.6000000000001,1.5,0.0,0.0,False,1149.6000000000001,1.5,110168.10000000002,88.49999999999999,114,120,134,134,1226.5,1.5,0.0,0.0
180,Roy Marble,added Roy Marble to ATL,-1198.8,-0.2,1989-06-27 00:00:00,1,ATL,/players/m/marblro01.html,76.0,draft,-1198.8,-0.2,0.0,0.0,False,-1198.8,-0.2,111159.40000000001,96.7,-12,-2,23,23,-1707.2,-0.3,-1028.1000000000001,0.0
181,Haywoode Workman,added Haywoode Workman to ATL,0.0,0.0,1989-06-27 00:00:00,1,ATL,/players/w/workmha01.html,76.0,draft,217.6,0.1,0.0,0.0,False,0.0,0.0,111159.40000000001,96.7,32,13,49,49,-5041.4,2.4,-26910.0,-2.0
