,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
8,Walter Berry,added Walter Berry to POR,197.6,0.1,1986-06-17 00:00:00,1,POR,/players/b/berrywa01.html,7.0,draft,197.6,0.1,0.0,0.0,False,197.6,0.1,9442.4,-1.5999999999999999,-9,-123,14,14,-4863.0,1.2,1226.5,4.2
9,Arvydas Sabonis,added Arvydas Sabonis to POR,50226.00000000001,18.400000000000002,1986-06-17 00:00:00,1,POR,/players/s/sabonar01.html,7.0,draft,50226.00000000001,18.400000000000002,0.0,0.0,False,50226.00000000001,18.400000000000002,59668.40000000001,16.8,17,19,24,24,50050.00000000001,18.4,0.0,1.2
12,Dražen Petrović,added Dražen Petrović to POR,0.0,0.0,1986-06-17 00:00:00,1,POR,/players/p/petrodr01.html,7.0,draft,497.9000000000001,0.7,0.0,0.0,False,0.0,0.0,59668.40000000001,16.8,47,49,60,60,6135.200000000001,5.4,0.0,0.0
34,Ronnie Murphy,added Ronnie Murphy to POR,-1023.5,-0.2,1987-06-22 00:00:00,1,POR,/players/m/murphro01.html,18.0,draft,-1023.5,-0.2,0.0,0.0,False,-1023.5,-0.2,4148.000000000022,10.299999999999999,-126,-116,17,17,-1023.5,-0.2,0.0,3.5
36,Nikita Wilson,added Nikita Wilson to POR,-610.2,-0.1,1987-06-22 00:00:00,1,POR,/players/w/wilsoni01.html,18.0,draft,-610.2,-0.1,0.0,0.0,False,-610.2,-0.1,3537.800000000022,10.2,-107,-97,30,30,-610.2,-0.1,0.0,0.0
37,Kevin Gamble,added Kevin Gamble to POR,-133.0,0.0,1987-06-22 00:00:00,1,POR,/players/g/gamblke01.html,18.0,draft,-133.0,0.0,0.0,0.0,False,-133.0,0.0,3404.800000000022,10.2,50,52,63,63,2901.6000000000004,8.1,,
47,Mark Bryant,added Mark Bryant to POR,-18340.200000000004,-1.5,1988-06-28 00:00:00,1,POR,/players/b/bryanma01.html,22.0,draft,-18340.200000000004,-1.5,0.0,0.0,False,-18340.200000000004,-1.5,-9759.499999999982,9.3,-53,-54,21,21,-43132.8,-4.0,0.0,1.5
48,Rolando Ferreira,added Rolando Ferreira to POR,-788.8,-0.2,1988-06-28 00:00:00,1,POR,/players/f/ferrero01.html,22.0,draft,-788.8,-0.2,0.0,0.0,False,-788.8,-0.2,-10548.299999999981,9.100000000000001,-30,-8,26,26,-788.8,-0.2,0.0,0.2
50,Craig Neal,added Craig Neal to POR,-874.5,-0.1,1988-06-28 00:00:00,1,POR,/players/n/nealcr01.html,22.0,draft,-874.5,-0.1,0.0,0.0,False,-874.5,-0.1,-11422.799999999981,9.000000000000002,9,24,71,71,-3625.0,-0.6,,
63,Byron Irvin,added Byron Irvin to POR,488.0,0.4,1989-06-27 00:00:00,1,POR,/players/i/irvinby01.html,34.0,draft,488.0,0.4,0.0,0.0,False,488.0,0.4,-2435.7999999999793,12.900000000000002,1,11,22,22,509.4,0.6,-718.0,0.0
64,Clifford Robinson,added Clifford Robinson to POR,17676.699999999997,14.5,1989-06-27 00:00:00,1,POR,/players/r/robincl02.html,34.0,draft,17676.699999999997,14.5,0.0,0.0,False,17676.699999999997,14.5,15240.900000000018,27.400000000000002,32,29,36,36,21280.5,26.6,-5041.4,-0.3
72,Alaa Abdelnaby,added Alaa Abdelnaby to POR,-3762.4,-0.30000000000000004,1990-06-27 00:00:00,1,POR,/players/a/abdelal01.html,41.0,draft,-3762.4,-0.30000000000000004,0.0,0.0,False,-3762.4,-0.30000000000000004,7240.000000000018,27.5,-21,-10,25,25,-12160.0,-1.5,-6973.8,0.0
88,Dave Johnson,added Dave Johnson to POR,-2563.2000000000003,-0.5,1992-06-24 00:00:00,1,POR,/players/j/johnsda01.html,49.0,draft,-2563.2000000000003,-0.5,0.0,0.0,False,-2563.2000000000003,-0.5,11343.700000000015,26.8,-20,-6,26,26,-3894.9999999999995,-0.7,-1651.5,0.0
89,Reggie Smith,added Reggie Smith to POR,-1957.6,-0.30000000000000004,1992-06-24 00:00:00,1,POR,/players/s/smithre01.html,49.0,draft,-1957.6,-0.30000000000000004,0.0,0.0,False,-1957.6,-0.30000000000000004,9386.100000000015,26.5,-10,2,31,31,-1958.3999999999999,-0.3,-3438.0,0.0
